# Escherichia_coli_GCF_002861225
HEPGNNLE_00092	K04752
FAMJLNOG_00052	K01839
FAMJLNOG_00053	K00758
FAMJLNOG_00054	K01619
FAMJLNOG_00055	K16325
FAMJLNOG_00056	K03424
FAMJLNOG_00058	K04065
FAMJLNOG_00059	K02837
FAMJLNOG_00062	K03789
FAMJLNOG_00063	K02344
FAMJLNOG_00064	K00564
FAMJLNOG_00070	K01077
FAMJLNOG_00071	K07214
FAMJLNOG_00073	K06211
FAMJLNOG_00074	K04485
FAMJLNOG_00075	K01079
FAMJLNOG_00076	K07186
FAMJLNOG_00080	K13892
FAMJLNOG_00081	K15583
FAMJLNOG_00082	K16201
FAMJLNOG_00083	K13890
FAMJLNOG_00085	K19427
FAMJLNOG_00086	K08315
FAMJLNOG_00088	K15832
FAMJLNOG_00089	K00338
FAMJLNOG_00090	K12142
FAMJLNOG_00091	K12137
FAMJLNOG_00092	K12140
FAMJLNOG_00093	K05565
FAMJLNOG_00094	K12138
FAMJLNOG_00095	K12137
FAMJLNOG_00096	K12136
FAMJLNOG_00097	K01808
FAMJLNOG_00098	K02356
FAMJLNOG_00099	K19810
FAMJLNOG_00102	K07347
FAMJLNOG_00104	K07346
FAMJLNOG_00109	K03574
FAMJLNOG_00110	K09862
FAMJLNOG_00111	K18778
FAMJLNOG_00112	K00859
FAMJLNOG_00113	K02455
FAMJLNOG_00114	K02454
FAMJLNOG_00116	K03806
FAMJLNOG_00117	K05799
FAMJLNOG_00118	K00163
FAMJLNOG_00119	K00627
FAMJLNOG_00120	K00382
FAMJLNOG_00121	K10953
FAMJLNOG_00122	K10953
FAMJLNOG_00124	K01682
FAMJLNOG_00125	K09910
FAMJLNOG_00126	K03442
FAMJLNOG_00127	K06895
FAMJLNOG_00128	K09807
FAMJLNOG_00131	K05596
FAMJLNOG_00132	K01807
FAMJLNOG_00133	K00058
FAMJLNOG_00137	K01934
FAMJLNOG_00138	K09888
FAMJLNOG_00139	K09895
FAMJLNOG_00140	K01262
FAMJLNOG_00141	K03185
FAMJLNOG_00142	K18800
FAMJLNOG_00143	K00605
FAMJLNOG_00144	K02437
FAMJLNOG_00145	K00281
FAMJLNOG_00147	K06980
FAMJLNOG_00148	K09159
FAMJLNOG_00150	K03840
FAMJLNOG_00152	K03981
FAMJLNOG_00153	K07462
FAMJLNOG_00154	K02836
FAMJLNOG_00155	K04567
FAMJLNOG_00163	K20968
FAMJLNOG_00170	K08276
FAMJLNOG_00171	K14061
FAMJLNOG_00172	K13283
FAMJLNOG_00173	K00090
FAMJLNOG_00174	K01784
FAMJLNOG_00175	K00965
FAMJLNOG_00176	K00849
FAMJLNOG_00177	K01785
FAMJLNOG_00178	K02529
FAMJLNOG_00180	K16089
FAMJLNOG_00181	K07017
FAMJLNOG_00182	K08219
FAMJLNOG_00189	K00782
FAMJLNOG_00190	K18929
FAMJLNOG_00191	K18928
FAMJLNOG_00192	K02550
FAMJLNOG_00193	K01525
FAMJLNOG_00194	K06195
FAMJLNOG_00195	K02528
FAMJLNOG_00196	K00097
FAMJLNOG_00197	K03771
FAMJLNOG_00198	K04744
FAMJLNOG_00199	K05801
FAMJLNOG_00200	K06177
FAMJLNOG_00201	K03580
FAMJLNOG_00202	K02336
FAMJLNOG_00203	K02062
FAMJLNOG_00204	K02047
FAMJLNOG_00205	K02064
FAMJLNOG_00206	K08311
FAMJLNOG_00207	K08484
FAMJLNOG_00208	K13292
FAMJLNOG_00209	K00560
FAMJLNOG_00215	K03583
FAMJLNOG_00216	K01407
FAMJLNOG_00217	K03582
FAMJLNOG_00218	K03581
FAMJLNOG_00219	K14682
FAMJLNOG_00220	K01448
FAMJLNOG_00224	K08304
FAMJLNOG_00225	K22132
FAMJLNOG_00226	K02426
FAMJLNOG_00227	K01766
FAMJLNOG_00228	K03566
FAMJLNOG_00230	K06968
FAMJLNOG_00231	K01146
FAMJLNOG_00232	K06966
FAMJLNOG_00233	K06879
FAMJLNOG_00234	K15723
FAMJLNOG_00236	K06175
FAMJLNOG_00237	K02778
FAMJLNOG_00237	K02779
FAMJLNOG_00239	K06205
FAMJLNOG_00241	K00674
FAMJLNOG_00242	K00990
FAMJLNOG_00243	K01265
FAMJLNOG_00244	K02967
FAMJLNOG_00245	K02357
FAMJLNOG_00246	K09903
FAMJLNOG_00247	K02838
FAMJLNOG_00248	K00099
FAMJLNOG_00249	K00806
FAMJLNOG_00250	K00981
FAMJLNOG_00251	K11749
FAMJLNOG_00252	K07277
FAMJLNOG_00254	K02536
FAMJLNOG_00255	K02372
FAMJLNOG_00256	K00677
FAMJLNOG_00257	K00748
FAMJLNOG_00258	K03470
FAMJLNOG_00259	K02337
FAMJLNOG_00260	K01962
FAMJLNOG_00262	K04075
FAMJLNOG_00263	K19000
FAMJLNOG_00264	K06079
FAMJLNOG_00265	K01881
FAMJLNOG_00266	K22900
FAMJLNOG_00267	K06080
FAMJLNOG_00268	K02073
FAMJLNOG_00269	K02072
FAMJLNOG_00270	K02071
FAMJLNOG_00271	K03273
FAMJLNOG_00272	K22051
FAMJLNOG_00273	K01613
FAMJLNOG_00274	K06949
FAMJLNOG_00275	K13288
FAMJLNOG_00281	K18979
FAMJLNOG_00282	K06925
FAMJLNOG_00283	K01448
FAMJLNOG_00284	K03572
FAMJLNOG_00285	K00791
FAMJLNOG_00286	K03666
FAMJLNOG_00287	K03665
FAMJLNOG_00288	K04088
FAMJLNOG_00289	K04087
FAMJLNOG_00290	K01939
FAMJLNOG_00291	K13771
FAMJLNOG_00292	K12573
FAMJLNOG_00293	K03218
FAMJLNOG_00294	K02990
FAMJLNOG_00295	K02686
FAMJLNOG_00296	K02963
FAMJLNOG_00297	K02939
FAMJLNOG_00298	K07268
FAMJLNOG_00299	K02909
FAMJLNOG_00300	K02919
FAMJLNOG_00302	K00135
FAMJLNOG_00303	K03773
FAMJLNOG_00304	K01082
FAMJLNOG_00305	K07109
FAMJLNOG_00308	K07304
FAMJLNOG_00309	K07278
FAMJLNOG_00310	K09800
FAMJLNOG_00315	K01507
FAMJLNOG_00316	K03841
FAMJLNOG_00317	K02558
FAMJLNOG_00318	K03402
FAMJLNOG_00319	K00024
FAMJLNOG_00323	K02523
FAMJLNOG_00324	K02888
FAMJLNOG_00325	K02899
FAMJLNOG_00326	K03979
FAMJLNOG_00327	K07259
FAMJLNOG_00328	K03624
FAMJLNOG_00329	K07574
FAMJLNOG_00330	K02427
FAMJLNOG_00331	K03798
FAMJLNOG_00332	K00796
FAMJLNOG_00333	K03431
FAMJLNOG_00334	K03075
FAMJLNOG_00337	K09748
FAMJLNOG_00338	K02600
FAMJLNOG_00339	K02519
FAMJLNOG_00340	K02834
FAMJLNOG_00341	K03177
FAMJLNOG_00342	K02956
FAMJLNOG_00344	K05803
FAMJLNOG_00345	K05592
FAMJLNOG_00346	K21829
FAMJLNOG_00348	K09022
FAMJLNOG_00353	K02477
FAMJLNOG_00354	K02478
FAMJLNOG_00355	K01993
FAMJLNOG_00359	K15540
FAMJLNOG_00362	K02014
FAMJLNOG_00363	K02014
FAMJLNOG_00373	K11085
FAMJLNOG_00374	K11085
FAMJLNOG_00377	K12444
FAMJLNOG_00380	K08218
FAMJLNOG_00381	K15721
FAMJLNOG_00402	K12341
FAMJLNOG_00419	K18837
FAMJLNOG_00423	K04763
FAMJLNOG_00426	K07791
FAMJLNOG_00427	K01744
FAMJLNOG_00428	K07113
FAMJLNOG_00429	K04078
FAMJLNOG_00430	K04077
FAMJLNOG_00432	K01185
FAMJLNOG_00436	K04081
FAMJLNOG_00442	K02314
FAMJLNOG_00468	K04564
FAMJLNOG_00469	K03604
FAMJLNOG_00470	K10972
FAMJLNOG_00472	K00574
FAMJLNOG_00473	K00793
FAMJLNOG_00474	K03327
FAMJLNOG_00477	K00873
FAMJLNOG_00478	K20265
FAMJLNOG_00479	K01580
FAMJLNOG_00480	K01442
FAMJLNOG_00481	K06078
FAMJLNOG_00482	K19236
FAMJLNOG_00483	K02426
FAMJLNOG_00484	K11717
FAMJLNOG_00485	K09015
FAMJLNOG_00486	K09013
FAMJLNOG_00487	K09014
FAMJLNOG_00488	K05997
FAMJLNOG_00490	K19222
FAMJLNOG_00493	K01007
FAMJLNOG_00494	K09773
FAMJLNOG_00495	K01626
FAMJLNOG_00500	K02016
FAMJLNOG_00501	K02015
FAMJLNOG_00502	K02013
FAMJLNOG_00503	K03719
FAMJLNOG_00504	K11250
FAMJLNOG_00505	K18907
FAMJLNOG_00507	K00426
FAMJLNOG_00511	K06217
FAMJLNOG_00513	K01150
FAMJLNOG_00520	K05799
FAMJLNOG_00522	K00852
FAMJLNOG_00523	K03924
FAMJLNOG_00525	K01914
FAMJLNOG_00526	K03718
FAMJLNOG_00527	K06205
FAMJLNOG_00528	K03495
FAMJLNOG_00529	K03501
FAMJLNOG_00530	K02116
FAMJLNOG_00531	K02108
FAMJLNOG_00532	K02110
FAMJLNOG_00533	K02109
FAMJLNOG_00534	K02113
FAMJLNOG_00535	K02111
FAMJLNOG_00536	K02115
FAMJLNOG_00537	K02112
FAMJLNOG_00538	K02114
FAMJLNOG_00539	K04042
FAMJLNOG_00540	K00820
FAMJLNOG_00541	K02045
FAMJLNOG_00542	K02047
FAMJLNOG_00543	K02012
FAMJLNOG_00547	K05306
FAMJLNOG_00551	K07797
FAMJLNOG_00552	K03446
FAMJLNOG_00555	K07347
FAMJLNOG_00563	K00884
FAMJLNOG_00565	K00694
FAMJLNOG_00570	K21023
FAMJLNOG_00571	K00963
FAMJLNOG_00572	K20542
FAMJLNOG_00574	K03833
FAMJLNOG_00575	K01042
FAMJLNOG_00576	K02380
FAMJLNOG_00577	K00127
FAMJLNOG_00578	K00124
FAMJLNOG_00579	K00123
FAMJLNOG_00580	K00123
FAMJLNOG_00581	K02379
FAMJLNOG_00585	K18540
FAMJLNOG_00586	K21757
FAMJLNOG_00589	K19271
FAMJLNOG_00590	K03632
FAMJLNOG_00591	K03804
FAMJLNOG_00592	K03633
FAMJLNOG_00593	K06219
FAMJLNOG_00595	K00979
FAMJLNOG_00596	K09791
FAMJLNOG_00597	K03704
FAMJLNOG_00598	K00912
FAMJLNOG_00599	K11085
FAMJLNOG_00600	K02238
FAMJLNOG_00601	K05788
FAMJLNOG_00602	K02945
FAMJLNOG_00603	K00945
FAMJLNOG_00604	K00800
FAMJLNOG_00605	K00831
FAMJLNOG_00607	K15125
FAMJLNOG_00608	K01424
FAMJLNOG_00609	K09136
FAMJLNOG_00610	K06212
FAMJLNOG_00611	K00656
FAMJLNOG_00612	K04069
FAMJLNOG_00614	K00073
FAMJLNOG_00616	K01875
FAMJLNOG_00617	K07478
FAMJLNOG_00618	K03634
FAMJLNOG_00619	K03466
FAMJLNOG_00620	K03719
FAMJLNOG_00621	K00384
FAMJLNOG_00622	K16013
FAMJLNOG_00623	K06148
FAMJLNOG_00624	K00684
FAMJLNOG_00625	K02518
FAMJLNOG_00626	K03694
FAMJLNOG_00627	K06891
FAMJLNOG_00628	K03704
FAMJLNOG_00629	K05685
FAMJLNOG_00630	K13888
FAMJLNOG_00634	K10000
FAMJLNOG_00635	K09997
FAMJLNOG_00636	K09999
FAMJLNOG_00637	K09998
FAMJLNOG_00638	K03212
FAMJLNOG_00641	K03674
FAMJLNOG_00643	K19302
FAMJLNOG_00644	K08659
FAMJLNOG_00645	K05804
FAMJLNOG_00648	K03704
FAMJLNOG_00649	K12974
FAMJLNOG_00656	K07002
FAMJLNOG_00657	K05834
FAMJLNOG_00659	K07014
FAMJLNOG_00660	K09904
FAMJLNOG_00661	K06899
FAMJLNOG_00662	K02897
FAMJLNOG_00663	K19789
FAMJLNOG_00664	K06183
FAMJLNOG_00665	K07552
FAMJLNOG_00667	K13694
FAMJLNOG_00668	K19803
FAMJLNOG_00671	K02356
FAMJLNOG_00672	K03835
FAMJLNOG_00673	K08311
FAMJLNOG_00674	K01151
FAMJLNOG_00676	K21900
FAMJLNOG_00677	K11733
FAMJLNOG_00678	K16089
FAMJLNOG_00682	K11921
FAMJLNOG_00683	K03777
FAMJLNOG_00684	K01141
FAMJLNOG_00685	K21253
FAMJLNOG_00686	K02532
FAMJLNOG_00687	K09802
FAMJLNOG_00688	K08300
FAMJLNOG_00689	K06179
FAMJLNOG_00692	K07040
FAMJLNOG_00693	K02911
FAMJLNOG_00694	K03621
FAMJLNOG_00695	K00648
FAMJLNOG_00696	K00645
FAMJLNOG_00697	K00059
FAMJLNOG_00698	K02078
FAMJLNOG_00699	K09458
FAMJLNOG_00700	K02619
FAMJLNOG_00701	K07082
FAMJLNOG_00702	K00943
FAMJLNOG_00703	K02341
FAMJLNOG_00704	K03424
FAMJLNOG_00705	K02503
FAMJLNOG_00707	K07337
FAMJLNOG_00708	K07251
FAMJLNOG_00709	K01207
FAMJLNOG_00710	K07000
FAMJLNOG_00711	K03885
FAMJLNOG_00714	K01879
FAMJLNOG_00715	K01878
FAMJLNOG_00716	K01246
FAMJLNOG_00717	K00835
FAMJLNOG_00723	K12368
FAMJLNOG_00724	K12369
FAMJLNOG_00725	K12370
FAMJLNOG_00726	K12371
FAMJLNOG_00727	K13892
FAMJLNOG_00731	K01821
FAMJLNOG_00732	K07058
FAMJLNOG_00734	K07115
FAMJLNOG_00735	K00383
FAMJLNOG_00738	K09022
FAMJLNOG_00739	K03753
FAMJLNOG_00740	K03752
FAMJLNOG_00741	K09896
FAMJLNOG_00743	K03673
FAMJLNOG_00745	K02335
FAMJLNOG_00746	K01462
FAMJLNOG_00747	K03978
FAMJLNOG_00748	K03767
FAMJLNOG_00750	K00821
FAMJLNOG_00751	K10914
FAMJLNOG_00752	K07397
FAMJLNOG_00753	K00855
FAMJLNOG_00754	K09898
FAMJLNOG_00756	K11249
FAMJLNOG_00757	K15835
FAMJLNOG_00758	K03776
FAMJLNOG_00759	K05874
FAMJLNOG_00760	K05874
FAMJLNOG_00761	K06158
FAMJLNOG_00763	K11745
FAMJLNOG_00765	K03775
FAMJLNOG_00766	K03745
FAMJLNOG_00767	K03772
FAMJLNOG_00769	K21829
FAMJLNOG_00770	K07235
FAMJLNOG_00771	K07236
FAMJLNOG_00772	K07237
FAMJLNOG_00773	K02950
FAMJLNOG_00774	K02992
FAMJLNOG_00775	K02355
FAMJLNOG_00776	K00784
FAMJLNOG_00779	K02168
FAMJLNOG_00783	K03305
FAMJLNOG_00785	K01624
FAMJLNOG_00786	K00927
FAMJLNOG_00787	K03472
FAMJLNOG_00788	K00615
FAMJLNOG_00793	K01738
FAMJLNOG_00794	K01586
FAMJLNOG_00796	K03895
FAMJLNOG_00797	K01644
FAMJLNOG_00798	K02013
FAMJLNOG_00799	K02015
FAMJLNOG_00803	K21966
FAMJLNOG_00806	K02342
FAMJLNOG_00807	K03469
FAMJLNOG_00809	K01069
FAMJLNOG_00810	K08307
FAMJLNOG_00812	K14445
FAMJLNOG_00813	K01689
FAMJLNOG_00814	K01937
FAMJLNOG_00815	K04765
FAMJLNOG_00816	K00951
FAMJLNOG_00817	K03215
FAMJLNOG_00818	K01129
FAMJLNOG_00819	K01243
FAMJLNOG_00820	K06858
FAMJLNOG_00823	K11903
FAMJLNOG_00824	K15724
FAMJLNOG_00825	K01845
FAMJLNOG_00826	K05365
FAMJLNOG_00828	K06206
FAMJLNOG_00829	K06204
FAMJLNOG_00831	K00970
FAMJLNOG_00832	K00950
FAMJLNOG_00833	K00606
FAMJLNOG_00834	K01918
FAMJLNOG_00835	K01579
FAMJLNOG_00836	K07686
FAMJLNOG_00837	K07675
FAMJLNOG_00838	K07783
FAMJLNOG_00839	K02012
FAMJLNOG_00840	K02046
FAMJLNOG_00841	K05816
FAMJLNOG_00842	K01753
FAMJLNOG_00843	K13629
FAMJLNOG_00844	K13636
FAMJLNOG_00845	K01460
FAMJLNOG_00848	K11903
FAMJLNOG_00849	K07230
FAMJLNOG_00851	K07243
FAMJLNOG_00852	K07224
FAMJLNOG_00853	K16301
FAMJLNOG_00855	K07309
FAMJLNOG_00856	K07307
FAMJLNOG_00858	K03744
FAMJLNOG_00859	K03799
FAMJLNOG_00861	K08369
FAMJLNOG_00862	K01992
FAMJLNOG_00863	K01990
FAMJLNOG_00864	K01673
FAMJLNOG_00865	K00760
FAMJLNOG_00866	K14588
FAMJLNOG_00871	K21829
FAMJLNOG_00875	K03340
FAMJLNOG_00878	K01258
FAMJLNOG_00879	K03326
FAMJLNOG_00884	K06187
FAMJLNOG_00885	K09747
FAMJLNOG_00886	K02343
FAMJLNOG_00887	K00759
FAMJLNOG_00888	K04067
FAMJLNOG_00889	K05802
FAMJLNOG_00890	K06039
FAMJLNOG_00891	K03577
FAMJLNOG_00892	K03585
FAMJLNOG_00893	K18138
FAMJLNOG_00894	K19162
FAMJLNOG_00897	K10805
FAMJLNOG_00898	K03320
FAMJLNOG_00899	K04752
FAMJLNOG_00900	K18890
FAMJLNOG_00901	K18889
FAMJLNOG_00902	K05800
FAMJLNOG_00903	K06920
FAMJLNOG_00904	K12500
FAMJLNOG_00905	K02237
FAMJLNOG_00906	K03770
FAMJLNOG_00907	K03530
FAMJLNOG_00909	K03544
FAMJLNOG_00910	K01358
FAMJLNOG_00911	K03545
FAMJLNOG_00912	K05527
FAMJLNOG_00914	K08218
FAMJLNOG_00915	K05591
FAMJLNOG_00917	K02297
FAMJLNOG_00918	K02298
FAMJLNOG_00919	K02299
FAMJLNOG_00920	K02300
FAMJLNOG_00921	K02257
FAMJLNOG_00923	K09767
FAMJLNOG_00924	K00077
FAMJLNOG_00925	K03152
FAMJLNOG_00927	K03151
FAMJLNOG_00928	K03602
FAMJLNOG_00929	K00795
FAMJLNOG_00930	K01662
FAMJLNOG_00931	K06726
FAMJLNOG_00932	K10441
FAMJLNOG_00933	K10440
FAMJLNOG_00934	K10439
FAMJLNOG_00935	K00852
FAMJLNOG_00936	K02529
FAMJLNOG_00937	K18829
FAMJLNOG_00938	K18828
FAMJLNOG_00940	K00946
FAMJLNOG_00941	K03625
FAMJLNOG_00942	K00794
FAMJLNOG_00943	K11752
FAMJLNOG_00944	K07738
FAMJLNOG_00945	K03074
FAMJLNOG_00946	K03072
FAMJLNOG_00947	K03210
FAMJLNOG_00948	K00773
FAMJLNOG_00949	K07568
FAMJLNOG_00950	K08682
FAMJLNOG_00951	K03386
FAMJLNOG_00953	K01575
FAMJLNOG_00957	K11690
FAMJLNOG_00958	K11474
FAMJLNOG_00959	K15736
FAMJLNOG_00960	K05804
FAMJLNOG_00961	K03800
FAMJLNOG_00962	K13694
FAMJLNOG_00963	K12963
FAMJLNOG_00964	K12962
FAMJLNOG_00965	K07264
FAMJLNOG_00966	K13014
FAMJLNOG_00967	K10011
FAMJLNOG_00968	K10012
FAMJLNOG_00969	K07806
FAMJLNOG_00970	K06074
FAMJLNOG_00971	K06073
FAMJLNOG_00972	K04764
FAMJLNOG_00973	K01890
FAMJLNOG_00974	K01889
FAMJLNOG_00975	K02887
FAMJLNOG_00976	K02916
FAMJLNOG_00977	K02520
FAMJLNOG_00978	K01868
FAMJLNOG_00979	K07350
FAMJLNOG_00980	K05804
FAMJLNOG_00981	K06878
FAMJLNOG_00982	K03817
FAMJLNOG_00983	K05595
FAMJLNOG_00984	K08308
FAMJLNOG_00985	K11604
FAMJLNOG_00986	K09817
FAMJLNOG_00987	K11602
FAMJLNOG_00988	K11602
FAMJLNOG_00991	K19270
FAMJLNOG_00992	K07038
FAMJLNOG_00993	K06956
FAMJLNOG_00994	K03799
FAMJLNOG_00996	K03797
FAMJLNOG_00997	K03607
FAMJLNOG_00998	K08968
FAMJLNOG_00999	K03808
FAMJLNOG_01003	K07245
FAMJLNOG_01004	K07156
FAMJLNOG_01005	K02217
FAMJLNOG_01006	K14061
FAMJLNOG_01009	K04477
FAMJLNOG_01010	K18843
FAMJLNOG_01013	K10823
FAMJLNOG_01014	K15583
FAMJLNOG_01015	K15582
FAMJLNOG_01016	K15581
FAMJLNOG_01018	K15580
FAMJLNOG_01019	K02302
FAMJLNOG_01020	K00363
FAMJLNOG_01021	K00362
FAMJLNOG_01022	K02035
FAMJLNOG_01023	K12369
FAMJLNOG_01024	K02034
FAMJLNOG_01025	K12371
FAMJLNOG_01026	K10823
FAMJLNOG_01027	K05595
FAMJLNOG_01028	K04072
FAMJLNOG_01029	K00857
FAMJLNOG_01032	K00963
FAMJLNOG_01033	K02485
FAMJLNOG_01034	K09858
FAMJLNOG_01035	K01433
FAMJLNOG_01038	K01142
FAMJLNOG_01039	K03169
FAMJLNOG_01040	K01008
FAMJLNOG_01042	K04773
FAMJLNOG_01043	K01424
FAMJLNOG_01044	K08281
FAMJLNOG_01046	K07305
FAMJLNOG_01047	K00134
FAMJLNOG_01048	K01792
FAMJLNOG_01049	K07274
FAMJLNOG_01050	K04656
FAMJLNOG_01051	K01775
FAMJLNOG_01052	K00285
FAMJLNOG_01053	K03603
FAMJLNOG_01055	K03611
FAMJLNOG_01057	K03297
FAMJLNOG_01058	K08159
FAMJLNOG_01068	K00995
FAMJLNOG_01069	K03703
FAMJLNOG_01070	K07689
FAMJLNOG_01071	K15125
FAMJLNOG_01072	K00997
FAMJLNOG_01073	K00059
FAMJLNOG_01074	K02372
FAMJLNOG_01076	K00605
FAMJLNOG_01077	K09458
FAMJLNOG_01078	K16001
FAMJLNOG_01080	K09810
FAMJLNOG_01085	K10040
FAMJLNOG_01086	K10009
FAMJLNOG_01087	K10039
FAMJLNOG_01088	K02039
FAMJLNOG_01089	K02036
FAMJLNOG_01090	K02038
FAMJLNOG_01091	K02037
FAMJLNOG_01092	K02040
FAMJLNOG_01093	K07638
FAMJLNOG_01094	K07659
FAMJLNOG_01095	K04760
FAMJLNOG_01096	K06959
FAMJLNOG_01100	K02495
FAMJLNOG_01101	K07712
FAMJLNOG_01102	K07708
FAMJLNOG_01103	K01915
FAMJLNOG_01104	K06207
FAMJLNOG_01108	K20866
FAMJLNOG_01109	K07560
FAMJLNOG_01111	K06182
FAMJLNOG_01114	K16345
FAMJLNOG_01115	K03312
FAMJLNOG_01116	K03655
FAMJLNOG_01117	K00556
FAMJLNOG_01118	K01139
FAMJLNOG_01119	K03060
FAMJLNOG_01120	K00942
FAMJLNOG_01131	K02010
FAMJLNOG_01132	K05773
FAMJLNOG_01133	K02020
FAMJLNOG_01134	K05346
FAMJLNOG_01135	K03926
FAMJLNOG_01139	K01951
FAMJLNOG_01140	K00088
FAMJLNOG_01141	K03601
FAMJLNOG_01142	K16087
FAMJLNOG_01143	K01354
FAMJLNOG_01146	K00029
FAMJLNOG_01147	K07692
FAMJLNOG_01150	K01439
FAMJLNOG_01152	K09790
FAMJLNOG_01154	K06957
FAMJLNOG_01156	K07054
FAMJLNOG_01157	K01923
FAMJLNOG_01158	K07287
FAMJLNOG_01159	K01714
FAMJLNOG_01160	K03567
FAMJLNOG_01161	K03564
FAMJLNOG_01162	K11744
FAMJLNOG_01163	K01423
FAMJLNOG_01164	K00537
FAMJLNOG_01165	K11537
FAMJLNOG_01166	K10763
FAMJLNOG_01167	K16053
FAMJLNOG_01168	K02824
FAMJLNOG_01169	K00761
FAMJLNOG_01170	K01933
FAMJLNOG_01171	K11175
FAMJLNOG_01172	K00657
FAMJLNOG_01173	K00937
FAMJLNOG_01174	K01524
FAMJLNOG_01175	K06213
FAMJLNOG_01184	K01885
FAMJLNOG_01187	K00059
FAMJLNOG_01190	K11535
FAMJLNOG_01191	K01972
FAMJLNOG_01192	K03528
FAMJLNOG_01193	K06203
FAMJLNOG_01194	K01738
FAMJLNOG_01195	K02784
FAMJLNOG_01196	K08483
FAMJLNOG_01197	K02777
FAMJLNOG_01198	K12339
FAMJLNOG_01199	K02045
FAMJLNOG_01200	K02047
FAMJLNOG_01201	K02046
FAMJLNOG_01202	K02048
FAMJLNOG_01203	K07223
FAMJLNOG_01206	K00228
FAMJLNOG_01208	K03977
FAMJLNOG_01209	K17713
FAMJLNOG_01211	K01892
FAMJLNOG_01212	K03526
FAMJLNOG_01213	K15539
FAMJLNOG_01215	K06941
FAMJLNOG_01216	K00940
FAMJLNOG_01217	K05367
FAMJLNOG_01218	K06894
FAMJLNOG_01220	K07751
FAMJLNOG_01222	K04755
FAMJLNOG_01223	K04044
FAMJLNOG_01224	K04082
FAMJLNOG_01225	K13628
FAMJLNOG_01226	K04488
